artist_name,spotify_id,genres,popularity,followers
Sian,5UHeeAHp48bScX1RfoUt8m,musical advocacy,29,3473
Cheb Madonna,2jaegJq6JAjEFDmZ6LlDwV,,0,6
Axel Karakasis,4pSTrXj1UWXdQZWE7Twa4V,dark techno;greek techno;re:techno,21,8792
Markantonio,1ZdPbovVpFHo1Uy1FmjklW,deep minimal techno;italian techno,15,6533
Roberto Capuano,2XWr3TCJUE6XBKd6BQrAc1,deep minimal techno;italian techno,31,17545
Bodyscrub,5uEsu2GQ2B2E50Wd656tWt,,13,573
Mihalis Safras,3m5g6NUg2akZ9Vv9D8GYBf,greek house;house;tech house,28,26538
The Flying Madonnas,7qm8BioxcgL217vCzQDKCY,,0,99
Madonna Karaoke Band,33mcM9OIyvjUnryo0znHjH,,0,16
Alan Fitzpatrick,40JyDxGqtYSowWYT2jaive,deep minimal techno;house;minimal techno;techno,51,144559
Sasha Carassi,6UFFThDuFiQixrwog0FecB,deep minimal techno;italian techno,25,11534
Sam Paganini,50ZyjIaVHOy5Xt7FLJ7RZl,deep minimal techno;italian techno;minimal techno,47,173221
Pfirter,6qavLbYvbSKWqwlz00CoBe,minimal dub;raw techno;techno argentina,22,15152
Brian Sanhaji,1n8weD3dBC9KXXy8aYmZu7,frankfurt electronic;industrial techno,15,3916
Stigmata,0SCLlZALysHfj8X8LPX0By,russian metalcore;russian punk;russian rock,35,38815
Andre Walter,0jbR9Sx6Dg44foNWnm2xF5,chinderlieder,24,706
Kostas Maskalides,1Q0PjtEIPHYQAIRJ1v7ef1,greek techno,16,1368
Spektre,1bNEG4iSClCqQRyZgho3YV,gaming edm,46,38274
Subfractal,41E0xIU24PCui8ox2vUWdG,dark minimal techno;deep minimal techno,14,644
The Advent,7HOmuShc6sajk74rYV7zR2,classic house;hip house,67,11326
Space Djz,0EhulAtpFOaMG1xF0ipTNm,dark minimal techno;schranz,14,2066
Industrialyzer,4DcUFiudBGvNDIWDFIdTuJ,dark techno,19,7672
Flug,6x5HLaMcoxaULXpgN0NJbb,chillhop;lo-fi beats,52,41596
Jerome Sydenham,4e7xQaHgOjyFZtSic0Nk9B,house,29,4925
Alberto Pascual,7AKaUwWfEUdshVv5RFnW2f,deep minimal techno,7,737
LJ,3kYFawNQVZ00FQbgs4rVBe,alternative pop rock;neon pop punk;pop emo;texas pop punk,45,131517
Iván Alcántara,1nsHir1RrstAfjQIdLvSp3,,11,35
Kill Madonna,4BfuG1ozJPW6oelBmb71Kl,,0,16
Mars Bill,4ED4nb51uJhpdWXxhXrxKu,,0,2
Anthony Castaldo,5MVSHSX07BYiQddXBNz2Ri,,10,892
Timmo,47jpbb07933jSiHmir7yda,hard bop;jazz trio,45,7613
Soren Aalberg,3dev8vYbHGKTCElfYrGYPy,danish techno,9,216
Fractious,3pt45PqXzYpMb0r1GBgeiR,,3,25
The Blessed Madonna,4TvhRzxIL1le2PWCeUqxQw,edm;uk dance,67,107681
Simeon Strickland,3MitpoTV51Rxcv5fQquFuK,,0,16
Madonna Massey,2w6kXZUa4otVRADDW73EC8,,0,136
Frankyeffe,1YeRLPqVEJIpa6jstdiD0O,italian techno,39,12243
Vinod Varma,2wSM8Jc2ybJVexrV6u2lOE,mollywood,37,3634
desmond,68l2i6GeNtwQlhKS59u5bu,bebop;contemporary post-bop;cool jazz;jazz;jazz saxophone,53,166951
Deepak Dev,5xLhn0Pjced0oiBuLUISr3,mollywood,63,675577
Rafeeq Ahmad,4YTvm2lgfmo2N4vRG4CkUE,,7,0
chris e. pants,7HnFVlry571hTtaH61ZPet,,0,41
The Madonna Tribute,4ZAnuFaKjIS8ecCcF09Hf4,,1,196
Sadra Madonna,7bp4mYs867113O4MNjDy7u,,0,23
Luca Madonna,6itoFe7ahkUnlhpssBrz3x,,4,37
Petter B,5eWoy0qvKyobodZPFQVDW2,background jazz,23,809
Arjun Vagale,5VL3jFaGca1I18S1a9N6cs,dark techno;indian edm;indian electronic;indian techno,13,6587
Ramiro Lopez,3jYkj7h3rgKs5irWBPxjrr,deep minimal techno;deep tech house;latin tech house;spanish techno,32,20114
DJ Ladida,0CGTAei2hlHvSBO56vJiBl,,0,7
Simba,2PEMswqQspTSsAltdeF5kO,drill italiana;italian hip hop,75,822297
Double-P,5eumcnUkdmGvkvcsx1WFNG,corrido,91,2952741
Kemadonna,06QV1G9EBMjMX7IiroSeW7,,3,234
Batgurl,3a08hvzq7RIyJ09PoKO0Hs,,2,20
Mike Tyson,5MCgysjFa88X9uVFMKHbDe,,25,4297
Mark Reeve,58zZkWGb6qvx0AJ6L3ttlZ,deep minimal techno;frankfurt electronic,33,27519
Madonna 707,0l8oHDYaJFR2IJVYlczYal,,0,15
Sadra Madonna Lindsay,7bp4mYs867113O4MNjDy7u,,0,23
OptimisGFN,0sE70101C4nwPeDuPvcp0u,,0,7
Supa Dave ASF,2gkelC3msjpEjtofohcZJZ,,0,0
Dewla Madonna,1er4fJujIfcYzPm0LUEYYz,,0,0
Roberto Michelangelo Giordi,6wf7yC2G057L0tOdkJaOAs,,0,42
Motorcycle Black Madonnas,1X8qQlZxsL73NajhXEYt3x,,0,13
The New Madonnas,5BDTcC5uvvF0CB7iLtCrIm,,0,29
Madonna Sebastian,13lTMvnnXfDahWdeA174Iq,,23,356
Robyn,6UE7nl9mha6s8z0wFQFIZ2,dance pop;electropop;neo-synthpop;scandipop;swedish electropop;swedish pop,64,851793
Tiga,5l9wiTZVfqQTfMDOt0HtwC,alternative dance;canadian electronic;dance-punk;electroclash;electronica;filter house;microhouse;minimal techno;new rave,50,135984
Nizar,2pVurQy6iuWWx707gilSdX,tollywood,62,508610
Madonnatron,5296LoeRErq9LMXgcFw3yX,london indie,9,2405
Tonia Madonna,5QhXHV89xKDgm1eVmlszp3,,0,12
Trevor Bachman,0RVVk49Sf9l99TZNJsUJMV,,0,25
Stevi Incremona,7J0BDucJZCbw9UfMYmeqQR,,21,27
Josephine Spada,0Aj8EiVAlpbDmlPXVNgJk2,,0,0
Teri Madonna,32tcvmcJANRHwcB47Md8cs,,0,6
Pierre Deutschmann,6Jhe3sPhwbJXOAt2HCNmZ5,,8,549
Joran Van Pol,4hQrSolpkEEfXjl5vPSfIi,dutch tech house,12,3496
Mylene Cruz (Herizen Guardiola) & The Soul Madonnas,1qCN3pqJTenBwFzJvtaXMS,,11,969
The Soul Madonnas,5tvgyJ5URflCCNGKEZ7iB4,,11,56
Enrico Sangiuliano,1u7DsNFbakULvxnDGtMm90,dark techno;italian techno,54,197480
Matt Sassari,21dVknSLCsK37cWozWDZZS,french tech house;french techno;tech house,69,92730
Madonna Bangers,0Z3cG0Tt5Whdo6CpomyOus,,0,10
Madonna Hoerr,3zCZAzJSz1oDexSfHL3lhV,,0,7
MadonnaBlack,5PXmwRJYhkQWTg3XvSo9yi,,0,34
Secluded,2aU5Tkzddq58NKOVGNSBT3,frankfurt indie,5,200
ACo,4AGwPDdh1y8hochNzHy5HC,indietronica;metropopolis;nu disco;shimmer pop,56,168565
Bruno Madonna,7pmCm11F8bzImjYsa5rev8,,0,1
Myo,1TfSVLC8KtuIo6uWNqCbqU,,4,159
Antonio Fresa,0gzHsAmXuNv0JqVPRSSPRd,italian soundtrack,11,870
Davix Iolk,30gpSQ3uuK82EuAxY2oItc,,0,9
The Dirty Madonna,0GsCJm3WKUnJx4AM06JJzd,,0,6
Silk City,2X97ZAqRKRMYFIDqtvGgGc,edm;uk dance,53,81869
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,dance pop;pop;uk pop,88,45194058
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,pop soul,77,1156464
Thompson Twins,5jVeqi3PNaTOajfvBa4uFn,new romantic;new wave;new wave pop;synthpop,54,679483
Steve Stevens,08F3Y3SctIlsOEmKd6dnH8,british folk;classic rock;folk;folk rock;mellow gold;singer-songwriter;soft rock,71,2013721
Wissam Qassis,5MF9bxttcGcwwMbCgjUxo4,,2,27
Kandie,6ectWsFS3UDycFAWseei9z,,22,20
MADONNARI,2fYNzUnw6LTcamj5BblT1n,,0,0
AC Killer,6JysoAh5C2TUKgxVIMAOcB,,14,840
Madonna Decena,1IeikUl8qm1ocHv7k4cQvr,,0,26
Johnny Madonna,59iAh3pDJD01uKmxcY6QBw,,0,1
Guy Madonna,4qrjyftatWX5plngDH5sBI,,0,10
Jeff Madonna,22DAgnSvxM2sdK1x4G3NlJ,,0,5
Luigi Scialdone,2IotZLZD655fb9zWxPdJxb,,17,144
Blakkat,6dtx54aW8DQrl2Qbfpp8PZ,,30,958
BabyGirl,6Y2m4AEOS9JFrsK2goyg7T,indie pop,42,49726
The Brown Madonna,41mgf7wUSNKNewjp8TzOS2,,0,1
R&z,0NEEjsgvnvFDjWh0DGe5rq,barnemusikk,40,660
Ralo Stylez,30FmWjKELUD7NxA4zss4ol,,0,0
Zacht,5RoPB2B7ysh8SS30zfYwwD,,15,28
Newport,7FvQR6QFfXmW18dyMqnHvv,kansas indie,54,63824
Michela Moore,7bUsGaC6w88VNZ4nQSz4zG,,0,0
G.I JOE,6fnKm0oWqbaMW5cs0XkopL,,14,628
RON Sizzle,2WOyepNbckCBtc0FV2762V,,7,0
Jooba LOC,38AzwuDc0OKXF7Yx7SsrOf,cali rap;west coast trap;westcoast flow,35,25140
Rxollinstone,3cM9K4WqW5PEmU6CPutGBz,,0,0
Compton A.V,4ifWa8uYjvbxB4ouf9XbW5,west coast trap,33,22789
Maluma,1r4hJ1h58CWwUQe3MxPuau,latin pop;reggaeton;reggaeton colombiano;trap latino;urbano latino,88,35341749
Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,melodic rap;rap;trap,81,2466071
Offer Nissim,2U5N2KMBT6aFPrQMygMkhj,circuit;tribal house;vocal house,49,100880
Honey Dijon,0XfQBWgzisaS9ltDV9bXAS,garage house,53,128262
Kimi Djabaté,4oaeDk3ZcogfTrHVjenjAp,balafon;gumbe;musica guineense,23,2600
John Christian,4I4ZRmxuOEADKSea0rNq3h,dutch house;progressive electro house;sky room,36,23813
DJ Lynnwood,2tE9zVCZh5qvD9iy0gA0p4,,25,1909
MNEK,7uMh23xWiuR7zsNkuNcm2G,house;pop dance;uk contemporary r&b;uk dance;uk pop,68,296889
DJ Kue,6sAEKhLqI8pzUMHWgvj6pZ,,25,1119
LA95,42vJ6T26trSmh4fQXK1svH,,7,11
BB Team,4fGEyY6D7Rq6R1C0d5NLGj,,32,773
Twisted Dee,6EP4cgeCCfgQaZnypNDzoX,,0,53
Diego Fernandez,14kV1ZJprPqD2eTOSG6SCk,,35,1553
Otto Benson,7idebBFVTiHclz7stsvsSw,,36,10001
DJ Irene,6GQPBUh0Ui1nfs0qf54wZ1,,25,12251
The Alliance,5x3otyi8QbZF1g2DeF4vwo,,16,740
DJLW,7gbbc1jj3M8CgZ0orsQ8vb,,9,88
MADM,3MkkSf3u5KU52Mb2iMrqeX,italian hip hop,63,1240001
Tapass Naresh,2AFRgp7zqEDK8fFXUTfqOO,,17,103
Daybreakers,6KKlQJnmO661VFFG8f73P3,,20,719
Leanh,76mJew4rtWnPp6oBLkqwWB,circuit,21,3524
Rng,1zBDgn3DfQ8GhgXL1z7ege,rkt,44,124656
Thomas Gold,1XLjkBxFokuDTlHt0mQkRe,big room;dutch house;edm;electro house;german techno;pop dance;progressive electro house;progressive house,49,161526
Georgia,3b8QkneNDz4JHKKKlLgYZg,contemporary country;country;country pop;country road;modern country rock,73,5477961
Dan De Leon,5eL4OsNs7c4sZChxG0XgN9,,13,22
Anthony Griego,09ehMx4RmEQHPPDh9MYMLU,,0,6
Boris,5jrBB1rNDvBqdZ9kUw6Hzf,,4,111
Erik Himmel,32vJDIFRNiZSsu6vgOuASC,,7,31
Mike Cruz,7EbEftnNJUzLxzHJDCn8hz,,10,485
Meatraffle,21nUigmNhYCrtC6xcOsbQd,art punk,13,5263
Pan-Pot,6OQOvP7RAdmAKVXXQqD0Se,german techno;minimal techno;raw techno,39,217413
Deepak Kutty,0UaZQ7xOBF6VYQRKnqd1uG,,1,6
Blvck Madonna,1CCf1OCjvDQs0Y38glAUph,,0,95
Picasso Madonna,5qTUQZC6pE6dIlC6ZRIY7W,,1,169
Kimaurii,4OLPf8rQDf2zfbaJLeCHT6,,7,322
Tommy Bako,0czwCzIPG8PVj5IrEpAHbK,,6,409
Alexander Monét,0F0OuIQ3LfMuwVsWOdGxie,,1,409
Lil Ryry,1GiUJ7SdWJEYJfHENyxuxR,,0,3
Roberto Giordi,4AEt7MnDCoTrghCzeqnAfF,,1,61
Audrey,1GKYNY4rIPnOuTfC0J1IWw,ccm;deep ccm;roots worship,59,152040
Iyo,4AGwPDdh1y8hochNzHy5HC,indietronica;metropopolis;nu disco;shimmer pop,56,168565
R& Z,22bE4uQ6baNwSHPVcDxLCe,album rock;british invasion;classic rock;rock,80,14738940
Laura Lowen,5cCGu0uphtLxLwFM372Kmz,,5,45
Matt Michaels,5aebKQIOSjbEojQB075x1Q,,9,60
Sandra Madonna,24kBmBooEsI7dLpSZgmtpF,,0,3
Jamiroquai,6J7biCazzYhU3gM9j1wfid,dance pop,70,2530942
Dimitri From Paris,5Il27M5JXuQLgwDgVrQMgo,disco house,47,67074
Yugen Blakrok,3kv1Edgn5HlEWCuEKr1Y9x,south african hip hop;spiritual hip hop,37,17602
Gorgon Madonna,5JIrTH7WPdqjtWojo3jhPQ,,17,85
Horse Meat Disco,5MnToV7aAt2Zy9ag3DAsna,uk dance,33,30374
Zach Witness,0u6h31HopxUAum6iOTVL17,,30,2153
Joe Goddard,380fnmlGnkyueBMqGWx2k5,electronica;indie soul;nu disco,47,107505
Midland,1DTZRmlVZBxx2wRQBtx6yi,classic texas country;neo-traditional country,64,320157
Moodymann,6pohviZSNRueSX7uNu63ZX,deep house;detroit house;detroit techno,45,171199
Gen Hoshino,1S2S00lgLYLGHWA44qGEUs,j-acoustic;j-pop;japanese singer-songwriter,64,2024012
Mr. Fingers,0dRiUTGvNV17AMIULRYsvn,acid house;chicago house;classic house,37,65689
Masters At Work,5Fkj0k7EPUhIsESSIEA9f1,classic house;deep house;diva house;garage house;vogue,40,65307
Yaeji,2RqrWplViWHSGLzlhmDcbt,alternative r&b;art pop;escape room;experimental house,52,446287
Paul Woolford,4CA8PTrbq1l5IgyvBA2JSV,house;uk dance;uk house,54,53561
King Princess,6beUvFUlKliUYJdLOXNj9C,alt z;indie pop;nyc pop,69,1722219
Endor,6F3vLfyutkUhpM50G84eMt,deep groove house;scottish rock,60,65150
Celeste,49HlOY4gkHqsYG9GCuhkcc,british soul,65,557620
M.ONDE,4EKez7z3NqUpp5HpZcJSDe,,21,898
Madonna Moha,2mYWyrzFMopmIEzLATP36X,,0,0
Teeezy,7vDy8i8XeT4KIHiHHyK68E,westcoast flow,39,22570
Jimmy Madonna,1sn9TkHhOu5KHPalZmOoDR,,0,148
Drowning H,7ILXAXadkYEO0LokxlUJcZ,,0,49
P. Morris,52Fcsb7UXWSy0u3PNfcslb,,21,2312
Blvv,5OIXzogZi85GrRqWR1Uw9v,,7,206
RAY ISAAC,2hxGAJNSmjQ1rO5bymQGjt,,5,304
Not Madonna,1pxk4hymnpCb7zku7rt7CC,,0,5
Siva Pathmayan,7JzKRkQOBMUczTAXjPw2w9,,4,175
Meera Mathu,3kJKC1RIpseJyYOOJAudVK,,1,0
Shangeerththan,1Gn7YwjhMEyenRUcN4o5jt,,19,802
Jeyanthan Wicky,10shUqOArmRRMSVa6zQkLb,,3,48
Ramanan Raam,06mOyS4F2rgdEACvu5mFiY,,1,0
Singer Madonna Barathy,48iQs63TQyj4N73OLZ53Gh,,1,1
Pakir Mohan,1aViGghc0yJju5pT7RIvhO,,0,13
Madonna desire,62TDHtQ1QjNIfHncs4rIL9,,0,2
King 19aji,5njjESgAhNPa6IpSvNqZJ4,,0,5
Madonna Maharaj,1J7sCfr64JOnU9Hgh0OjO4,,0,2
Kenneth B. Edmonds,5TqhNzc1x2dDChPAXbHhtq,,0,1
Madonna Louise Ciccone,6tbjWDEIzxoDsBA1FuhfPW,dance pop;pop,81,8243160
Malcolm Madonna,1WDWa2HPTbryUWq7yGRLUF,,6,88
Crafty Barnardo,2nvtXiQ2HLMG3je1pNY1J2,,0,3
Ray Madonna,4q3D56qybIjI2HIExorfBj,,0,2
Les Madonnas Du Jeudi,42lEE89798rabjq3m7lIlI,,1,32
Mik3y,4O3BLUhLCrqcPiX8vOVbHh,swedish tropical house,25,1474
Alessio Madonna,6U6jMWmDwvTSpU62mOR0Ry,,0,6
Alida Herber,0W2D5PC6VtvGzxTBFMwDwa,,0,1
spookydeck,4SSbBD8YFPqmr8uU3B5kg1,,0,1
Depe Madonna,3gMcTa2GMZR5phDl27eoMU,,0,2
Vincenzo Caruso,6iQkskOZosJN3pKXkIJ4qa,,7,56
dontmindthedead.,224YIbfdCtcBYanCBvaHJc,,0,16
JeyonBlessTheBeat,37cGA72RJsxqrD79bYtXUY,,0,5
Jim Seattle,1ofbIEr0mQAjLIzc3mmPxW,,0,26
Valerio Bruner,6nVg2FxrmcJjfNFEZviXe5,,0,91
Alida,1kiq2kUV0cbLUhJsr7cpW0,norwegian pop,58,24610
The Cursed Madonna,3I0h1IteE1dfPUbdnTNUGR,,0,1
Matrix Mars Madonna,0WAx6N5oWjlPi1eKpxbzDK,,0,6
Compulsive Pene Madonna,4fLZFl7flc4YWTXZJzNR6t,,0,337
Sickick,3NR7hAacOhmcztWvD7vJfS,bass trap,66,1124355
Fred again..,4oLeXFyACqeem2VImYeBFe,edm;house;stutter house,78,1795144
THE MADNA,44Qy4VoNBWmyb1GhzdLRol,visual kei,29,19282
The Chemical Brothers,1GhPHrq36VKCY3ucVaZCfo,alternative dance;big beat;breakbeat;electronica;rave;trip hop,62,2131125
Maggie The Cat,6hpoziIGXqw7lsc7VyafR4,,9,292
Trashmouth Records,6YyJdDgFdwLeiVbFg05zCL,,18,597
Madonnatello,56P3sLthA0EuvPNgdpX1lt,,0,70
Fabrizio Cesare,6BvElNxIdwu2SJbuBmh2Vj,,25,282
Alexander Monét & Picasso Madonna,22bu4EmSUobGHspNtKpJeo,,0,29
Simha,0tluFVpifIuT5slS3M1yTi,tollywood,50,523100
IKARUZ DAZE,2QD76BZ1YiZrEjCAOa6MZE,,0,24
The Madonnas,5tvgyJ5URflCCNGKEZ7iB4,,11,56
Lockwood,1ue5TobfrOLU2bnR0slyHY,,41,123
Tineiafi Madonna Afaaso,4vzRppWSGojfL9qAbWwcKW,,2,15
Elvis Del Valle,2luIFWsOpCcUG9j77ahGd3,,1,42
Giuseppe Madonna,4pySN14rYwsvzECkiQ7h8R,,0,69
Kbackwood$,0GfZ4RpzRkEvev3OuLSpoj,,18,1373
liljaymadethat,15OvHtUZaZqylKMrgBafFb,,0,1
PRINCESS MADONNA,7FCS1QPcy5WrD7wvRdZLgp,,0,3
J3mob,0P2ZL7GBqnec5yxbZDBULK,,8,1521
Mc Madonna,1RPUp8zm7kY5UBl09GGzJX,,0,2
Porella Cuccarini,4UtQ1O8MlCCqrARubxBKIG,,0,18
Perla Madonna,31Jzi7rRMhnilzJw1vWCmm,,0,4
458 Keez,6L7xia13AlAblY1eedNSLb,,6,29
Hank Bro.s,7yDoT4HnT52NgkP8DxMNEt,,3,34
3 Madonnas,6LfGSHf6bn3uoc9QZuvtxG,,0,0
Braun,7gG8L3FNYDI6EOtYbOZKC4,,16,1791
Moonlight Fantasy,5vcfNAPOQZwTVFMw9uN7UA,,0,69
Martin Hofpower,3aSzF04Ck3cM8fhAwFsl3n,,0,0
snailrida,2sv7YaqGlc6i5nXt8yJSHd,,0,52
CHAN PRIX,5DkzBrrZjLTe71sh8Yfy7y,,3,93
Sabrina Pallini,0CBkoeFaDdzvEGFUvOhRbB,,19,198
Luca Enipeo,3HK1PIJh2nJvTqKobvarOf,,0,2
SesèMamà,1N78xxlPSw7kGaQE76suKf,,0,153
Brunella Selo,0bAXFtkogeh68hIWgGhmIf,,6,270
Fabiana Martone,0HmuQ7f7dXY5W6wK4rA8j1,,39,1560
This is Madonna,3C5YBf357xmOjmTdp3Zp6j,,0,16
Cantàmmo a Gesù!,2MWiDmRnLaDRpUC2OWlBRD,gospel italiano,18,977
Don Michele Madonna,77tB7dfggfJB1v23t3ls3z,,0,26
Iossa,2AczWWagD4DfWLfJVASu5r,,20,460
Skrī,2kEU1NNJORHNJabD0tdO1E,,20,5219
070 Shake,12Zk1DFhCbHY6v3xep2ZjI,new jersey rap,71,580344
Fireboy DML,75VKfyoBlkmrJFDqo1o2VY,afrobeats;nigerian pop,73,3459580
Tokischa,2p4aN0Uxkk3iT3HK0cJ2cJ,rap latina;trap dominicano,71,1371226
Alle Benassi,0vJGghhyX19S4c3exjpoDq,,22,218
Saucy Santana,2NfwGBr2swqZ1rzE3kAV23,trap queen,47,262130
David Morales,6CwQfN34JdGHfo0A752Lts,diva house;vocal house,53,64845
Dubfire,3bVYqr2NfmwmL4YJisWhJI,minimal techno;techno,40,167765
Sharam,7rVEQZBDtYmToQaYOQJCm2,tribal house,47,24575
Thunderpuss,0vMxqur0IddTaZXgaPU3V7,tribal house;vocal house,34,4284
Chris Lowe,0fADzo2jPkEwIFrJOZbh8u,,16,268
Neil Tennant,1dfUmPiIel95MFXvQMUAED,,30,2425
Axel Hedfors,7F4q4x0AgGOa5mLoUFj9gC,,9,129
Calderone,2vSlQJ6UWFVWZQPzUaaMGI,tribal house,28,18505
Quayle,3HLApxqtvULlffnRnW88O8,soundtrack,48,32615
Sander Kleinenberg,3CfH3WZPzbk5mNDWXpGIy6,classic progressive house;dutch edm;tribal house,31,24115
Party Rock,0n6R1WkjWzYq9NblwRLaBQ,instrumental funk,23,13469
Dirty Pop,6WkvgrxL7dywOASeG4s3WZ,,19,518
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,baroque pop;modern rock;neo mellow;uk alternative pop,78,6941052
Danny Saber,4eo7PD1XBcDdceWaVH6f4w,,22,541
Madonna Santa,1vCrrG3XosXglG0EA2eJSS,,0,81
Future Ghost,3y0MH2NHSrpH2mHm8amAje,,9,84
ALYSS,279ZItWl3nzCaO4SJJdzAN,modern bollywood,58,65463
Ala B Bala,0yIeBI479mMN35RPV67B9y,,8,87
Bad Madonna,2GhoKr2nwyFZMPnOX49VUj,,1,218
Satish Raghunathan,4SYd3NqooEatQxkfVT2EMr,,12,1276
Milidhane Dinesh,65AdK55owlauozrBTa4z5Q,,15,334
Vyasraj Sosale,2kUH5PlbfTRfChKtfp6JCE,sandalwood,40,47004
Madonnailvea,1xHrXJRLOumhEUF1EJlYPR,,0,1
K. S. Harisankar,4JXqxFqi9dxlsiXKZhKvzB,malayalam pop;mollywood,63,812419
Lobster,6v8lYzIVcmeuPkoobFl7Dx,c86;scottish indie;scottish new wave;tape club,23,10794
Nicole Moudaber,7ixDtqtITfqx5lZQGh5gKe,arab electronic;deep minimal techno;electra;minimal techno;techno,42,93102
Sudeep,0rgZNEpt5nFXFE8i5qEQYW,mollywood,40,188246
Madonnafalco,2KM9DzapDsBk5HBIAC6rq0,,0,10
Madonna Crystal Harmony,1ZJEEJalK8EFAmdn9j8VUs,,0,0
SILUTI,4qiQLguJ0fWl1wIDKv3eWy,,1,38
まどんなZ,4Io9NlhmIagwb9HR3AJV2q,,1,23
Johnny X,1zirc6v9UYhmCfmZSHwDRS,,0,3
MC L9,6CPbYBc3Ec7VKAAdhEHI5L,,11,197
Madonna Becker,3glup53mjOa3oOWVzy0gtL,,0,1
BXZSUDXW,4Dd5LbWeA3uCvBhMmACRig,,1,28
Madonna Cañizares,6tphJHrgAXdxndUOqln55f,,0,18
Madonna Crystal Vibration,0NaPkoyJIRgvJ37ayfZhiR,,0,0
7SINS,2QfqjeScTUjjJMPOLezNdg,,34,131
The People of Australia,4ZAhNGuF5dOwuoYdAmh4rO,,0,0
zxckawxsaki,5zOcbohDJ7jbpGA0DczkKM,,4,142
Madonna Patterson,2HqA4FOZzYLKgMMhQZ5amu,,0,8
La Madonna,6PccUwI1yUxXdbUDu9l50R,,2,103
Farrahmon,5Ujy2ze3C8cjf3dsLI6gNL,,0,0
Regent,15G0BBYYqn1Dc2HfYg9bKA,hardgroove,25,4784
Clothilde Madonna,2jiYmDbgZhS3D4yMLUh9Xe,,0,36
Lotti Daaé,0qhINKYLeHaKBmZQbiwsXV,,0,28
Katherine Madonna McDowell,1RPUp8zm7kY5UBl09GGzJX,,0,2
Kate Emht,7g9krbRkwATJ9UsWGSb2yR,,0,25
Alarico,3160Uht6QdGT17EECSPWAO,hardgroove,33,11936
Tan Madonna,6FRVxr5M3DYcrVAENTMf9G,,0,18
Valeria Frontone,7exGL1R7QGMosELuBfByOL,,1,315
pepe_longsleeve,6HxDsCIkbTLgYfn8jhxnZO,,0,39
Laura Taglialatela,5N6v81SRBcCGqHZrL4YNBN,,0,89
Brenda Zeni,1PoT1UWTGkBkzcpedRRJNl,musica amapaense;rock nacional feminino;rock paraense,3,442
Moody,1TfSVLC8KtuIo6uWNqCbqU,,4,159
D1K1MON,52iwsT98xCoGgiGntTiR7K,rap canario;trap latino;urbano latino,86,5395747
Severed+Said,0PnM2aVz4nwazGG3FOfQkX,,2,172
Davide Balestri,6EHg4EZ7fVvWPhJksn088D,,0,7
MARIO MADONNA ON PIANO - RANIERO VIGNA GTR,4F6Pb2xbi7U2UJofbFLN5W,,0,0
Soċjetà Mużikali Madonna tal-Ġilju,1xd5T7noXAD7rl3TJMOGZP,marci brijuzi,2,152
Hore & Madonna,0s9Wb57kGJzb8fNRzZZCM4,,0,3
Jarred McDonald,6V8hev62BAUz3OecxrI6Bm,,0,10
Matten Richardson,0FpeFygmz54cUBQ92mSYFT,,0,0
MaDonna Awotwi,0FpeFygmz54cUBQ92mSYFT,,0,0
Stephanie Vazquez,0FpeFygmz54cUBQ92mSYFT,,0,0
RNZ,2hRgsNuAo7lhUqmrl25WD5,,31,2146
FINALLYRICH BOBO & DON BONELLI,5YpqV6H9fLLaXiOHmy90TA,,0,0
Don Bonelli,5bGnQeduN0ny4uYJjg8NWg,,0,13
YRS Boogz,7felp1KOJOoWELkt6Zvy2v,,19,366
KILLA2,3QK6KJKmm9GS4CGdqZ6ugH,,19,35
TeeFLii,1pCVxwkdixCeBPTboRZIi2,pop r&b;slow game;west coast trap,43,71872
ARMANI W,2qAwMsiIjTzlmfAkXKvhVA,indie hip hop,63,578874
YouFoundForest,6ce9Tn1keOJeae0o3hGFaV,,0,45
FLOW DOLLA,4IekA4hfQVXJFOgGlRDOqg,,5,29
Finally Rich Bobo,1uWunYQsJerRcYLx4KCN7I,,0,0
BLOND:ISH,6zsJjoCtL1WByG0VsuFWzR,deep disco house;melodic house,64,128364
Eran Hersh,5cqctR1IEdc11lN3KEmoGW,melodic house,55,17341
Darmon,7hhIUoiI41fPdE0hEcpr2U,electro-pop francais;nouvelle chanson francaise,52,53697
Sam Smith,2wY79sveU1sp5g7SokKOiI,pop;uk pop,84,24871556
Franky Rizardo,2UgphhGSlC9QWgaZWUOCkl,circuit;dutch tech house;house,58,62381
Miss Monique,29TpNOsTNYbLb6Xa10H0PR,ukrainian electronic,57,285725
The Joy,0m75hupsCHphMuGJlDkQby,,47,25359
Jacob Lusk,6dm2qCTCfqv1fqrow7UOcj,idol,45,5873
Gabriels,5tHs3fthucNRGAFpdE9rmz,,47,141990
Joy Anonymous,3pK4EcflBpG1Kpmjk5LK2R,,57,42228
Danielle Ponder,5rZUNweztKBI1Xy3XhYHoJ,,49,61754
Christine and the Queens,04vj3iPUiVh5melWr0w3xT,art pop;electro-pop francais;metropopolis;shimmer pop,59,719120
Marlon Hoffstadt,0HHa7ZJZxUQlg5l2mB0N0f,deep euro house,64,128456
Jamie Principle,5obQFNrkFoWB51hm1JTHMw,chicago house;classic house,38,7574
